X1 X2 X3 X4 Y
215.674 746.635 64.9434 233.497 9675.77
286.355 164.617 782.006 585.192 8498.95
474.96 612.201 166.967 944.365 11868
763.176 925.84 865.23 410.871 16662.4
244.453 145.878 293.13 622.517 5908.82
843.928 482.07 367.077 694.083 10399.8
125.919 15.1677 22.9194 783.349 3748.01
221.046 41.4747 807.917 440.413 6622.01
403.363 465.835 326.151 396.313 8652.8
349.223 150.121 818.873 947.569 10129.9
609.333 622.639 660.543 592.273 13014.4
324.381 55.3911 52.3392 74.8924 1251.09
716.575 915.159 694.327 495.224 16021.3
387.524 194.281 716.971 637.99 8731.64
954.222 628.529 654.073 179.601 11264.5
53.8041 806.635 737.785 928.068 16880.2
249.306 579.363 297.098 752.159 11311
866.329 673.36 541.368 356.578 11946.4
293.191 916.318 509.415 558.977 15309.6
774.957 979.888 466.201 224.86 14368.7
232.826 46.0524 528.062 517.594 5558.49
140.355 304.239 797.51 618.427 10259.8
987.365 683.92 789.087 573.992 14320
362.957 730.552 427.656 426.649 12246.9
189.337 29.7555 399.945 284.585 3681.54
136.692 87.0998 141.148 487.35 3860.21
751.366 68.6972 237.281 523.392 4376.41
327.952 309.793 524.949 856.136 9969.06
57.1307 996.948 669.607 313.852 15935.8
479.629 930.326 503.494 201.056 13879.5
778.344 772.454 904.813 786.065 16817.9
939.757 689.444 498.886 322.214 11759.7
315.5 790.948 963.042 258.583 14958.5
615.68 275.399 216.071 796.106 7746.55
864.956 686.453 274.087 445.784 11093.4
352.855 187.017 53.0717 745.293 5667.14
109.714 257.21 900.388 789.605 11023.4
938.749 722.16 135.929 732.841 12042.3
536.363 516.434 384.259 916.654 11819.4
731.681 90.7926 979.095 781.945 9613.28
376.08 868.038 220.954 220.252 11792.4
914.853 653.554 770.348 520.432 13643.1
171.27 407.514 956.053 567.583 12011
375.256 284.707 281.259 450.209 6642.83
966.948 347.697 908.2 131.535 9258.51
207.404 860.714 402.112 341.899 13170.7
126.926 569.414 516.8 347.819 10552.6
842.494 873.379 302.011 754.357 14669.8
775.628 297.403 314.646 997.009 9403.55
802.026 168.035 214.331 679.098 6048.78
864.04 901.12 525.529 411.481 14633.2
76.9982 807.123 846.553 310.007 14733.6
861.477 820.368 286.996 807.733 14239.4
131.596 58.1072 415.54 937.712 6945.7
71.7795 616.199 497.94 742.943 12705.5
532.212 507.065 307.871 969.176 11548.5
574.877 146.672 291.147 697.44 6269.76
201.27 296.701 364.666 72.1763 5528.98
792.993 867.672 131.26 781.487 13832.5
296.274 489.914 792.047 445.051 11545.4
682.241 258.461 537.095 567.4 8228.74
713.523 557.787 696.036 210.883 10810.3
548.906 372.875 429.487 46.5407 6633.97
217.109 993.133 242.897 937.346 16433.4
490.921 514.756 103.916 711.478 9435.41
192.938 48.555 444.288 280.984 4106.8
464.278 38.8195 828.181 762.719 8140.86
27.4361 599.902 567.278 756.981 12942.5
974.395 276.528 64.9129 441.084 5446.04
111.545 134.373 169.561 633.442 5172.2
392.468 586.779 319.498 484.512 10346.9
469.71 864.071 759.758 951.17 17775.1
897.061 531.724 612.507 710.257 12303
13.5502 963.897 82.3084 668.05 14070.1
40.2844 177.557 577.41 721.671 8153.36
421.125 935.179 27.9244 928.587 14654.2
939.39 520.28 183.233 740.562 10080.9
640.492 93.7834 168.432 458.449 3999.18
93.0204 36.4086 82.3084 563.921 3324.49
18.7078 183.508 917.234 84.0785 7179.96
822.81 358.989 582.812 646.168 9941.21
56.0015 114.17 314.188 377.148 4567.36
339.549 78.0664 246.406 306.04 3528.93
784.265 825.098 435.987 423.994 13370.9
434.828 666.707 111.026 58.8092 8282.18
771.203 273.202 431.196 720.42 8522.25
797.266 531.663 538.469 73.0308 9103.65
749.229 546.556 180.425 190.863 7920.04
953.978 189.184 686.941 752.861 9080.66
869.32 102.298 581.53 333.354 5715.33
837.001 565.813 608.905 444.838 11489.5
579.913 130.253 459.67 488.632 6045.57
974.7 424.116 973.602 270.15 11058.5
130.894 41.0169 102.573 234.932 2035.96
308.145 913.572 414.747 81.4844 12688.7
702.414 79.2871 420.698 907.498 7131.35
632.557 246.162 503.281 545.213 7813.1
158.788 62.1967 732.231 242.958 5584.92
663.656 497.421 344.768 348.186 8913.89
427.503 242.5 173.406 149.022 4292.18
729.118 531.968 802.362 530.076 12484
503.067 296.884 733.634 599.017 9796.82
84.933 54.3535 344.249 940.153 6538.94
75.808 439.314 915.616 651.173 12512.3
856.929 785.058 516.404 819.391 15092.1
786.035 659.261 20.4169 593.524 10115.9
606.952 760.888 40.1929 507.614 10951.1
102.664 84.933 57.9241 213.111 2194.06
524.522 761.01 535.112 275.338 12494.2
827.357 471.725 281.625 190.741 7623.81
243.11 857.753 866.268 280.984 15286.9
223.212 815.271 348.979 620.411 13616.8
281.533 92.2269 117.222 652.791 4534.63
768.883 89.9075 106.571 653.829 4507.44
110.416 275.338 187.658 695.761 7105.36
537.309 111.881 0.21363 269.967 2485.77
843.562 913.266 15.7781 224.006 11289.5
199.744 527.665 110.08 169.622 7197.86
554.369 258.431 426.313 17.4261 5218.47
654.592 927.152 810.968 794.977 18072.7
217.231 485.366 602.893 404.004 10324.1
281.35 81.9727 57.2832 473.922 3321.61
273.965 991.302 185.797 966.643 16250.7
819.514 308.969 293.466 689.932 8073.63
825.19 821.955 994.72 375.286 16032.1
872.433 958.129 988.8 476.302 17961
446.699 222.541 376.263 344.035 5985.41
36.2255 26.1238 797.845 935.789 8560.38
631.062 313.273 176.672 712.973 7598.02
653.829 894.528 345.5 885.128 15686.2
853.664 890.378 339.549 655.416 14618.8
193.701 192.999 637.135 624.653 8224.63
264.504 351.604 128.33 9.7354 4640.9
253.822 787.805 93.7529 832.667 12922.4
4.33363 747.368 974.151 736.595 16603.8
190.619 894.742 212.226 585.101 13630.4
146.245 956.145 948.302 500.839 17763.8
372.845 317.789 850.307 499.985 10186.9
261.879 985.565 860.134 378.552 17105
60.4877 812.128 136.906 6.95822 9763.79
612.995 397.992 979.4 689.108 12605.8
908.689 572.558 7.26341 741.936 9750.72
967.803 861.477 384.228 952.239 15848.1
96.5301 846.706 362.926 66.4083 11588.8
42.3902 825.312 933.592 969.97 18288
81.2403 673.33 857.173 712.272 15075.1
567.217 321.024 864.895 33.723 8266.67
976.806 745.659 304.819 551.012 12385.4
978.301 888.089 16.8767 256.417 11173.3
557.909 399.548 717.856 488.51 10374.8
733.757 624.653 677.145 29.2367 10657.9
889.004 726.92 965.087 484.512 15309.9
255.318 363.384 54.5976 604.022 7001.44
578.112 813.929 57.6495 697.073 12460.2
494.522 972.228 377.606 799.982 16325
655.721 104.16 59.0228 752.129 4838.81
124.271 780.145 616.108 835.933 15555.1
78.6767 887.234 620.258 138.066 13691.1
355.205 127.995 829.615 287.24 7034.74
859.249 911.71 139.988 725.303 14126.5
376.995 44.2518 139.805 167.882 1996.36
818.72 123.569 549.76 410.627 6119.53
424.909 45.7778 328.135 137.425 2862.88
966.643 529.557 724.052 886.929 13644.4
471.206 63.6311 58.4429 833.186 4725.22
504.501 185.217 515.549 537.553 7153.4
541.368 493.82 724.784 327.036 10743.7
454.756 308.451 415.235 456.069 7636.28
655.721 373.089 923.826 707.724 12125.7
914.67 517.624 837.55 590.564 12792.3
395.734 679.769 552.721 787.591 13926.7
935.24 194.861 30.5185 13.245 2475.44
95.4009 759.392 531.755 934.935 15318.7
25.0252 974.456 610.981 315.104 15383.7
657.735 875.698 151.86 30.7016 10711
279.366 355.907 724.693 125.278 8299.97
996.094 886.258 47.3952 550.859 12608.9
133.763 442.549 831.507 755.608 12575
100.589 43.2142 793.756 773.125 8020.58
743.339 804.498 115.452 970.275 13875.7
729.606 919.34 129.948 109.165 11434.2
986.267 467.025 520.096 880.215 11862.2
726.035 458.419 806.513 561.602 11826.6
93.0204 24.0486 408.429 962.676 6636.23
958.831 151.311 57.7715 306.009 3423.68
900.143 876.186 848.201 205.847 15133.2
889.34 336.711 699.942 398.022 9218.62
729.118 593.982 522.05 378.277 11046.6
762.688 626.759 853.359 605.213 14135.1
890.347 406.446 262.642 423.444 7831.24
424.238 458.052 290.445 364.269 8240.97
812.037 814.142 212.745 979.247 14535.2
761.04 767.235 408.277 863.063 14513.6
794.061 327.525 610.584 22.5837 6990.26
768.059 791.864 826.167 247.444 14253.1
386.944 330.21 199.774 638.966 7554.55
239.784 996.185 608.387 953.551 18442.3
395.734 67.2933 264.657 916.807 6197.13
86.581 121.921 111.759 164.586 2668.58
508.866 758.568 290.292 967.223 14237.8
275.948 364.055 458.541 393.109 8184.27
552.08 836.879 247.81 68.3615 10934.5
399.121 671.59 633.656 187.872 11616.8
367.473 311.258 504.349 935.118 10230.8
862.423 173.284 207.801 965.941 7342.39
317.118 255.501 358.409 113.407 5231.97
703.543 728.599 684.805 969.604 15985.8
412.275 421.094 199.866 500.076 7955.42
33.1431 603.229 474.38 348.582 10700
67.0797 975.738 295.236 986.969 16716.1
101.138 270.119 489.853 367.016 7172.13
477.554 366.497 197.699 230.842 6160.09
988.159 335.154 370.617 735.405 8984.09
625.477 308.237 782.464 547.777 9964.75
921.842 587.878 330.058 67.5985 8631.94
907.346 896.695 906.613 932.585 18864
218.39 177.343 628.01 463.118 7295.13
388.104 846.919 694.571 203.436 13948.2
848.994 912.931 668.386 213.843 14636.7
680.349 856.533 448.103 271.584 13101.5
630.94 689.993 722.099 636.219 14278.5
447.981 93.8749 181.524 535.478 4387.24
44.435 40.8032 274.392 28.2601 2009.71
535.234 811.579 781.793 400.678 14892.4
673.788 810.297 997.711 751.64 17559.1
720.481 84.4447 793.664 924.131 9203.84
273.69 956.633 349.223 438.52 14393.4
95.2178 673.147 829.981 583.88 14367.8
460.952 477.31 793.695 323.893 10898.6
68.0868 12.1158 606.677 173.498 4061.55
30.6101 459.761 650.807 702.353 11581.6
993.53 323.222 603.015 821.65 10439.1
897.549 257.149 568.133 510.208 8144.61
425.733 853.664 346.69 136.54 11922.7
662.679 789.209 618.58 32.5327 12187.4
997.864 239.479 324.015 475.631 6537.19
804.621 967.864 23.1635 735.252 14180.9
925.535 993.896 515.183 339.976 15300.1
495.834 248.268 498.642 221.961 6376.06
135.929 120.334 554.125 893.948 8166.03
44.2213 304.361 230.14 316.263 5971.47
21.7597 851.009 514.023 609.485 14804
959.533 829.829 468.795 268.563 12928.4
820.093 509.873 317.24 35.9203 7549.69
644.551 463.637 754.509 88.1985 9523.36
616.169 501.267 770.562 694.388 12689
711.783 841.151 763.482 0.396741 13381.3
972.503 422.895 225.227 97.293 6392.17
924.68 769.555 780.877 28.4738 12820.8
182.592 304.27 862.362 893.002 11809.4
764.092 528.947 798.639 700.613 13185
150.06 969.939 602.832 135.105 14511.3
619.739 297.922 237.953 882.107 8489.67
892.27 527.726 642.567 677.358 12269.1
606.464 704.428 297.037 732.322 12647
669.485 982.147 612.659 692.74 17204.4
5.85955 501.541 923.704 786.706 13834.6
738.578 972.564 364.574 318.369 14168
332.469 368.236 413.007 163.823 6989.43
732.17 636.464 380.23 424.848 10985.1
25.2693 835.2 630.055 897.458 16499.5
662.252 597.888 807.245 510.819 13148.8
764.153 335.459 857.479 393.475 9991.41
549.364 80.5078 118.961 722.495 4746.47
411.115 380.505 268.197 12.0853 5713.43
676.26 146.092 399.823 998.199 8161.09
577.013 860.683 23.0415 774.712 13141.6
467.025 57.5884 255.196 337.962 3501.53
812.647 471.175 993.469 195.959 11339.9
990.844 767.693 346.873 197.943 11296.5
425.245 262.825 109.012 240.974 4588.84
90.9146 531.755 553.056 9.97955 8833.2
920.011 317.789 330.271 407.025 7129.47
138.462 646.443 753.502 826.258 14744.5
66.3472 550.432 246.254 930.906 11493.3
411.542 312.693 239.662 88.5647 5148.46
589.465 632.954 297.22 120.731 9162.75
98.941 624.287 749.992 523.148 13142.2
486.496 46.3271 622.303 813.166 7378.91
929.197 680.837 129.948 160.009 9031.28
968.261 256.05 532.06 955.199 9908.87
424.299 826.35 617.237 477.554 14527.2
25.2998 12.9093 606.281 311.411 4669.78
778.863 12.299 751.854 672.048 7081.82
619.648 778.68 416.608 295.999 12175.4
363.811 286.05 911.374 52.1256 8182.07
500.931 276.986 874.081 929.563 11761.8
855.403 403.974 471.053 558.58 9478.68
647.939 169.164 201.88 921.415 7047.31
989.044 569.903 588.977 408.46 11286
335.002 854.854 533.067 876.461 16152.8
938.353 298.318 616.199 864.986 10415.9
823.42 397.931 133.03 627.247 7952.24
318.827 402.661 131.993 131.84 5768.66
677.725 577.197 247.383 691.061 10803
817.042 108.615 603.87 372.875 6068.48
707.358 62.2272 574.389 851.894 7498.14
444.258 292.337 672.842 856.471 10557.8
532.792 714.194 362.774 867.458 13685.2
415.601 843.806 63.448 225.227 10729
777.123 11.3834 134.312 301.279 2229.85
653.737 155.034 119.175 890.408 6325.52
882.382 600.452 31.5561 479.751 9029.11
917.905 733.512 962.31 551.378 15666
551.012 971.679 790.46 573.992 17477.4
557.817 940.214 279.214 840.419 15643.3
812.25 260.048 337.84 807.123 8277.63
892.575 853.114 730.583 91.9218 13763.5
713.462 171.148 14.4047 786.126 5507.02
214.454 255.348 986.45 237.22 9030.96
636.616 31.5561 422.193 958.922 6829.27
418.012 748.619 386.395 823.878 13986.7
239.753 965.056 897.153 196.356 16266.6
253.761 991.302 224.769 160.314 12904.2
23.2551 192.969 606.952 499.405 7499.07
207.343 61.8 660.787 585.437 6720.65
521.348 460.402 273.598 831.019 10243
3.20444 946.989 253.548 863.033 15629.6
118.412 586.688 521.043 73.1224 9556.09
733.604 155.156 122.532 701.315 5520.05
490.585 141.27 847.926 108.89 6506.29
612.445 454.634 732.444 397.504 10667
671.926 244.575 225.044 29.5419 4083.46
354.35 736.808 303.476 607.379 12466
745.933 493.637 318.339 466.475 9262.09
178.411 4.57778 846.553 239.692 5526.52
162.023 13.0009 336.192 48.2498 2122.24
437.147 485.611 823.298 475.906 11810.1
676.809 630.482 502.304 982.757 14002.7
870.388 870.51 431.349 914.487 16017.2
920.591 177.801 153.294 763.97 6225.18
484.207 676.168 514.451 840.571 13928.9
588.672 916.685 461.379 4.27259 12653
54.8112 734.092 97.6898 620.472 11393.1
257.881 89.2056 781.915 391.369 6804.25
257.485 803.705 547.472 221.198 12768.6
827.967 594.043 626.24 770.287 13322.7
420.454 310.404 356.853 855.098 9106.87
587.848 786.889 259.133 350.353 11683.8
903.775 209.204 555.651 749.138 8598.61
907.193 406.415 921.72 37.4462 9561.67
103.305 972.655 745.506 39.6741 14858.7
552.751 625.019 678.793 890.835 14443.8
79.5618 704.367 760.216 791.925 15264.4
629.841 224.555 891.812 705.161 10297.8
811.701 377.178 950.682 144.353 9846.85
148.534 897.244 316.263 717.734 14779
76.2047 196.539 95.2178 578.478 5230.48
215.4 671.194 824.61 440.26 13697.1
951.14 88.6563 934.782 313.089 7318.22
849.605 461.562 753.655 616.138 11840.4
944.701 313.852 332.774 824.03 8935.14
424.451 745.964 877.377 302.255 14215.9
749.443 204.84 60.6403 488.601 4814.66
733.848 365.52 4.57778 76.2047 4490.72
620.899 30.0302 207.709 355.144 3039.06
683.523 450.484 201.514 368.206 7738.19
381.695 981.811 216.529 37.5378 12228
607.654 471.114 639.485 918.21 12656.7
50.325 289.621 542.863 734.764 9275.98
210.12 413.343 67.568 357.768 6536.24
95.2178 458.693 941.008 375.347 11646.5
131.016 79.7143 910.306 917.356 9669.33
313.456 632.801 373.821 887.082 12902.9
137.913 515.061 990.265 258.095 12016.2
334.697 82.9188 548.021 591.296 6406.35
942.412 557.237 875.668 429.029 12722.7
750.298 820.429 74.1905 722.617 12748.3
641.438 513.077 853.298 949.034 14373.5
866.97 335.215 252.022 73.397 5441.54
783.746 959.014 525.834 13.7333 13520.1
85.757 459.12 480.453 763.329 10963.7
61.2507 666.891 34.6995 827.906 11232.9
906.156 354.289 292.795 133.671 6134.23
625.538 654.775 907.743 62.0136 12325.9
554.552 626.209 16.9378 767.357 10471.1
29.0841 362.804 531.632 434.675 8708.46
238.624 562.212 60.4572 632.862 9364.04
791.833 953.826 249.855 419.446 13811.9
26.0018 494.644 820.887 354.228 11322
592.517 739.219 85.2077 76.8761 9046.39
348.155 289.193 220.618 605.457 7056.65
85.0856 729.789 87.4355 11.7191 8615.7
129.337 958.19 867.428 629.902 17933
340.159 311.38 305.918 454.665 7082.22
540.605 398.724 839.229 884.945 12739.6
911.405 45.8083 387.31 469.619 4680.75
378.521 256.203 94.5463 811.487 6944.25
526.78 596.576 798.273 285.623 12083.9
69.216 912.412 507.553 728.507 15981.4
405.255 779.565 672.933 753.96 15511.1
297.25 598.834 528.184 852.535 13175.8
197.974 738.975 285.836 930.082 13801.9
259.438 635.06 467.391 442.213 11452.8
554.766 247.993 149.388 780.694 7021.94
543.962 791.894 407.147 67.8732 11260.6
315.5 134.709 736.534 15.8086 5427.5
634.053 779.748 735.832 5.98163 12572.4
326.518 832.698 828.456 45.8083 13786.3
36.9579 861.873 308.115 758.751 14511.8
882.046 56.8865 487.259 63.3259 3533.24
37.965 592.7 230.384 698.538 10855.8
790.582 604.541 653.523 250.404 11289.8
79.1955 681.021 270.669 837.581 12660.6
66.3167 280.618 369.06 110.538 5527.23
763.573 978.393 893.979 722.373 18765.3
245.582 948.973 624.592 925.657 17879.9
483.535 592.273 922.3 453.23 13414.3
328.135 707.846 832.24 338.054 13705.4
675.283 124.424 819.88 828.883 9360.31
343.699 190.832 923.368 57.7105 7209.88
697.409 34.2113 603.32 615.894 6298.88
543.229 992.584 71.1081 694.052 14496.8
334.941 126.743 376.782 943.297 7550.69
215.491 219.459 38.1176 713.004 5794.95
928.19 166.234 492.019 822.016 8115.56
128.33 165.654 149.174 519.181 4912.76
126.621 614.368 333.75 789.605 12042.9
595.172 113.62 888.882 662.832 8860.7
267.922 493.362 729.576 679.464 12287.2
166.295 260.018 124.119 171.789 4306.08
381.664 374.523 985.26 515.671 11588
945.433 766.503 952.147 8.69778 13594
818.476 491.287 544.939 532.334 10712.3
530.931 935.484 172.704 652.821 14207.8
503.647 977.722 276.162 318.186 13739.9
582.415 510.819 386.181 807.184 11290.3
816.401 231.483 380.078 86.1232 5008.14
12.0243 103.763 715.903 230.628 5891.16
93.4172 402.57 926.695 67.6901 9595.67
800.867 743.645 155.919 694.876 12204.5
758.11 6.1037 14.832 32.6548 364.684
440.443 553.667 543.718 66.3472 9310.61
74.1295 661 557.512 933.531 14352.8
999.023 551.622 157.781 513.474 9302.9
524.735 953.002 691.916 675.039 17199.9
813.044 575.793 940.397 838.557 15052.6
816.187 423.048 814.631 8.78933 9053.71
803.552 335.704 345.012 934.813 9715.15
507.126 680.685 241.829 552.721 11297.8
417.646 587.848 809.29 368.45 12397
262.185 642.048 494.461 935.606 13842.9
194.769 436.445 852.382 85.6655 9674
731.04 893.429 208.167 66.4998 11366.9
958.22 759.362 797.876 244.789 13751.8
52.0951 179.418 668.813 529.649 7806.37
631.458 758.751 121.25 173.07 9878.74
981.811 16.1748 972.289 103.519 5790.01
679.617 636.921 422.773 448.988 11312
648.122 429.853 809.87 405.683 10833.5
175.848 397.015 24.8116 109.012 5035.08
929.685 819.666 878.414 662.221 16673.1
492.782 768.975 194.8 979.919 13909.7
459.67 946.287 915.281 602.191 17959.3
618.824 260.079 992.737 135.533 8709.37
254.616 45.1674 358.715 477.31 4494.47
99.6429 330.973 743.858 479.11 9661.01
968.474 64.7603 632.954 206.397 5016.06
604.602 696.249 136.326 449.904 10478.5
771.355 29.7861 58.2598 644.948 3548.94
118.137 750.359 943.968 855.648 17015.4
853.542 529.588 386.273 979.553 12283.2
756.096 118.259 373.669 829.31 6980.88
554.369 331.278 960.021 247.536 9814.91
207.221 331.431 38.3007 911.222 7908.63
116.092 118.229 499.039 981.536 8239.5
799.615 628.346 554.338 256.05 11064.6
62.8987 353.16 509.751 978.851 10885.6
191.931 880.551 764.306 965.026 18014.6
204.657 266.457 320.383 196.142 5508.23
690.024 643.147 584.674 542.619 12636.3
265.999 969.573 741.234 768.975 18028.7
188.208 330.882 478.347 478.927 8288.22
140.049 693.106 349.834 156.072 10213.5
735.74 518.754 552.538 956.481 12915.6
767.479 150.334 401.074 409.284 5632.91
728.111 367.748 281.106 682.302 8620.56
640.278 25.2998 362.346 567.736 4728.74
723.594 175.726 852.535 845.149 10175.6
930.845 586.169 73.7327 177.557 7764.51
884.64 53.2243 142.308 197.15 2286.97
245.674 423.383 533.219 936.399 11619
44.0382 724.143 310.831 261.269 10809.1
4.42518 313.242 306.681 462.844 7109.85
396.802 451.521 25.8492 663.045 8104.1
443.8 205.817 563.189 191.137 6100.07
816.034 88.3816 310.312 587.634 5262.41
246.345 338.572 735.13 390.576 9324.56
794.733 253.609 14.8015 362.041 4566.33
794.519 474.38 803.369 309.977 10888
11.9633 632.466 915.433 161.992 12495.1
49.44 264.87 207.282 447.432 5991.9
524.461 402.57 436.293 843.959 10505.1
54.9333 738.914 380.2 944.639 14342.7
582.812 784.692 997.345 902.249 17925.3
66.3167 915.555 909.238 106.479 15368
73.0613 718.375 986.724 551.012 15538.8
304.422 542.558 320.597 45.6557 7922.21
583.056 662.893 358.745 931.303 13381.1
334.391 959.685 489.883 452.132 15224.8
93.6918 522.935 856.441 443.068 12218
69.6127 86.6726 676.901 487.564 6635.55
295.633 699.393 859.127 202.216 13152
400.769 537.034 186.102 805.048 10513
530.473 265.145 855.129 622.639 10182.8
449.446 855.8 651.692 693.503 15986.4
357.158 265.877 539.476 123.142 6334.41
447.371 883.145 947.661 347.27 16304.1
743.492 145.817 536.485 959.716 8706.27
240.059 242.592 723.045 260.598 7623.58
882.565 298.563 747.49 182.226 8093.09
415.906 954.253 562.12 747.215 16845.6
633.961 742.821 323.435 716.849 13146.3
59.9078 173.04 769.433 584.796 8502.09
590.381 923.124 262.52 572.771 14191.8
132.817 52.1867 780.053 784.539 8101.75
769.005 635.792 632.984 174.291 11193.8
474.746 731.285 194.678 485.733 11315
927.732 79.5923 420.515 818.079 6763.04
434.278 449.66 439.833 975.28 11614.5
506.79 31.4951 1.25126 254.799 1529.8
122.41 784.661 53.0107 832.057 12660.1
195.105 147.526 239.113 396.558 4645.96
291.33 14.893 592.792 196.722 4143.07
121.586 388.562 208.594 148.686 6066.3
838.282 608.661 174.047 166.082 8476.05
671.651 570.971 542.528 366.771 10841.2
934.69 837.001 628.132 312.632 14027.7
928.587 42.5733 404.462 938.871 6800.79
779.779 512.101 287.851 329.081 8708.25
739.921 483.352 86.6421 992.309 10256.6
979.827 850.612 397.87 797.998 15121.7
408.948 831.141 232.398 225.837 11470.2
551.683 461.898 149.754 86.0927 6341.31
11.0477 332.56 684.011 366.741 8863.69
552.019 461.226 342.051 364.116 8557.14
335.032 718.711 955.199 752.709 16290.5
331.034 708.182 665.578 751 14659.7
449.66 505.966 328.806 38.8806 7544.13
411.39 169.927 613.483 583.667 7686.05
895.047 421.766 579.608 30.0607 7917.95
992.157 409.375 16.48 811.457 8299.74
498.917 955.413 321.818 637.532 15134.4
77.6391 198.553 202.948 515.641 5536.22
818.262 33.723 981.781 961.211 9791.62
231.513 256.966 784.112 554.003 9391.35
205.451 822.108 395.52 496.567 13389.3
955.443 114.658 64.0889 330.363 3155.82
499.954 649.953 31.7087 466.872 9484.46
693.075 100.742 75.3197 689.047 4612.09
344.462 61.7695 839.015 279.946 6315.76
459.059 456.496 238.441 934.507 10465.4
126.499 992.798 718.833 110.477 15257.6
92.8068 573.717 647.572 975.738 14038.5
544.664 69.6432 623.005 606.769 6737.69
137.608 357.952 980.438 595.965 11709.4
800.195 36.4391 276.467 722.984 5105.09
344.188 716.971 33.5093 847.072 11896.2
413.221 305.307 524.888 676.107 9135.25
799.982 173.711 882.351 569.109 9102.65
664.327 632.221 307.23 27.9244 8804.98
682.76 604.938 666.372 34.9132 10402.8
660.848 917.875 253.639 892.209 15500.7
639.79 104.129 999.42 719.565 9584.52
28.3212 133.274 907.865 266.457 7377.27
791.467 970.183 4.57778 194.922 11730.5
226.844 370.8 574.969 489.303 9282.77
360.424 820.277 974.731 149.266 14867.1
492.538 19.715 794.153 822.26 8016.23
925.413 828.456 657.186 531.632 15046.7
403.913 67.1102 436.171 156.804 3744.29
300.089 88.8089 164.251 821.528 5486.75
